source,target
"""Well?"" continued she.",¿Y bien? continuó ella.
"""My faith!"" replied d’Artagnan, ""you are well named, gentlemen; and my adventure, if it should make any noise, will prove at least that your union is not founded upon contrasts.""","A fe mía dijo D'Artagnan , que estáis bien llamados, señores, y mi aventura, si tiene alguna resonancia, probará al menos que vuestra unión no está fundada en el contraste."
"However, to please her, I allowed Sophie to apparel her in one of her short, full muslin frocks.","Sin embargo, para complacerla, encargué a Sophie que la vistiese con un bonito traje de muselina, muy corto."
"Distracted between these two passions he took his gold and his diamonds, and procured a person to conduct him and Martin to the house where Miss Cunegund lodged. Upon entering the room he felt his limbs tremble, his heart flutter, his tongue falter; he attempted to undraw the curtain, and called for a light to the bedside.","Fluctuante entre estos dos afectos, agarra á puñados el oro y los diamantes, y hace que le lleven con Martin á la posada donde estaba Cunegunda alojada: entra temblando con la ternura, latiéndole el corazon, y el habla interrumpida con sollozos; quiere descorrer las coitinas de la cama, y manda que traygan luz."
"I repeat: opinion had crystallized as to the nature of this phenomenon, and the public accepted without argument the existence of a prodigious creature that had nothing in common with the fabled sea serpent.","Lo repito, la opinión quedó fijada en lo que concierne a la naturaleza del fenómeno y el público admitió sin más discusión la existencia de un ser prodigioso que no tenía nada en común con las fabulosas serpientes de mar."
Once more I took off my handkerchief--once more I thought of the cakes of bread in the little shop.,Me quité el pañuelo que llevaba al cuello. Había vuelto a pensar en los panecillos de la tiendecita.
"'You yourself teach?' asked Levin, trying to look beyond the bodice, but conscious that if he looked in her direction he must see it.","–¿Les enseña usted misma? –preguntó Levin, esforzándose en no mirar el escote, pero sintiendo que mirase o no hacia allí tendría que verlo igualmente."
"Don Quixote, wise as brave, to thee I say—","y las ociosas plumas, se acomodan"
"Oh, thou, my squire, pleasant companion in my prosperous and adverse fortunes, fix well in thy memory what thou shalt see me do here, so that thou mayest relate and report it to the sole cause of all,"" and so saying he dismounted from Rocinante, and in an instant relieved him of saddle and bridle, and giving him a slap on the croup, said, ""He gives thee freedom who is bereft of it himself, oh steed as excellent in deed as thou art unfortunate in thy lot; begone where thou wilt, for thou bearest written on thy forehead that neither Astolfo's hippogriff, nor the famed Frontino that cost Bradamante so dear, could equal thee in speed.""","Y, diciendo esto, se apeó de Rocinante, y en un momento le quitó el freno y la silla; y, dándole una palmada en las ancas, le dijo: -Libertad te da el que sin ella queda, ¡oh caballo tan estremado por tus obras cuan desdichado por tu suerte! Vete por do quisieres, que en la frente llevas escrito que no te igualó en ligereza el Hipogrifo de Astolfo, ni el nombrado Frontino, que tan caro le costó a Bradamante."
"Sergey Alexeyich!' she said, and walked on.",Y continuó rápida su camino.
When are you coming to see us at the regiment?,¿Cuándo se va a pasar por el regimiento?
"Notre prisonnier, sans faire la moindre tentative pour s’échapper, monta tranquillement dans son fiacre ou nous nous installâmes a ses côtés.","El prisionero no hizo por emprender la fuga, sino que, tranquilamente, entró en el coche que había sido suyo, seguido por el resto de nosotros."
"She said it to the Knave of Hearts, who only bowed and smiled in reply.","La pregunta iba dirigida al Valet de Corazones, pero el Valet no hizo más que inclinarse y sonreír por toda respuesta."
"It was forwarded to me from Delaford, and I received it on the very morning of our intended party to Whitwell; and this was the reason of my leaving Barton so suddenly, which I am sure must at the time have appeared strange to every body, and which I believe gave offence to some.","Me la remitieron desde Delaford y la recibí esa misma mañana en que pensábamos ir de excursión a Whitwell; y ésa fue la razón de mi tan repentina partida de Barton, que con toda seguridad en ese momento debe haber extrañado a todos y que, según creo, ofendió a algunos."
"I step aside into the ivy recess; he will not stay long: he will soon return whence he came, and if I sit still he will never see me.","Mr. Rochester seguramente no estaría mucho tiempo allí y, si yo me quedaba donde estaba, podía pasar inadvertida."
"In a village of La Mancha, the name of which I have no desire to call to mind, there lived not long since one of those gentlemen that keep a lance in the lance-rack, an old buckler, a lean hack, and a greyhound for coursing.","En un lugar de la Mancha, de cuyo nombre no quiero acordarme, no ha mucho tiempo que vivía un hidalgo de los de lanza en astillero, adarga antigua, rocín flaco y galgo corredor."
"""I never yet saw a squire,"" said he of the Grove, ""who ventured to speak when his master was speaking; at least, there is mine, who is as big as his father, and it cannot be proved that he has ever opened his lips when I am speaking.""","-Nunca he visto yo escudero -replicó el del Bosque- que se atreva a hablar donde habla su señor; a lo menos, ahí está ese mío, que es tan grande como su padre, y no se probará que haya desplegado el labio donde yo hablo."
"""'Yes, it was gone.'","»––Eso es, desapareció."
"Ranged on benches down the sides of the room, the eighty girls sat motionless and erect; a quaint assemblage they appeared, all with plain locks combed from their faces, not a curl visible; in brown dresses, made high and surrounded by a narrow tucker about the throat, with little pockets of holland (shaped something like a Highlander's purse) tied in front of their frocks, and destined to serve the purpose of a work-bag: all, too, wearing woollen stockings and country-made shoes, fastened with brass buckles.","Las ochenta muchachas permanecían inmóviles, rígidas, todas iguales, con sus cabellos peinados lisos sobre las orejas, sin rizo alguno visible, vestidas de ropas oscuras, con un cuello estrecho y con un bolsillo grande en la parte delantera del uniforme (bolsillo que estaba destinado a hacer las veces de cesto de costura)."
"Ha, ha, Mr. Spilett, what do you say to an island where shirts grow on the trees?""","Era un acontecimiento afortunado para los colonos de la isla Lincoln que el globo aerostático, después de haber dado su último salto en los aires, hubiera vuelto a caer en la isla."
"The gaping wound of my wrongs, too, was now quite healed; and the flame of resentment extinguished.","La herida de los agravios recibidos hacía tiempo estaba curada y la llama de los rencores, extinguida."
"""Well, then, let us say no more about it,"" said d’Artagnan; ""and let us burn this letter, which, no doubt, announces to you some fresh infidelity of your GRISETTE or your chambermaid.""","No hablemos, pues, más dijo D'Artagnan , y quememos esta carta que, sin duda, os anunciaba alguna nueva infelicidad de vuestra costurerilla o de vuestra doncella."
"Grimm has a fable called ""The Man Without a Shadow"" – about a man who lost his shadow as a punishment for something or other.","Según una narración de Grimm, cuando un hombre carece de sombra es que se la han quitado en castigo de alguna culpa."
"""You're aware, professor, that salt water is denser than fresh water, but this density isn't uniform.","-Usted sabe, señor profesor, que el agua de mar es más densa que el agua dulce. Pero esta densidad no es uniforme."
"""I regret that I have kept you waiting,"" said I, sitting down in my library-chair.","––Siento haberle hecho esperar ––dije, sentándome en mi sillón de despacho––."
"I was something impatient, as I have observed, to have the use of my boat, though very loath to run any more hazards; and therefore sometimes I sat contriving ways to get her about the island, and at other times I sat myself down contented enough without her.","Estaba impaciente, como he observado, por usar mi piragua, aunque no estaba dispuesto a correr más riesgos. A veces me sentaba a pensar en la forma de traerla por la cos ta y, otras, me resignaba a la idea de no tenerla a mano."
"He was just now manifesting unmistakable signs of impatience, nervously pacing up and down, and unable to stand still for a moment.","Aquel hombre se llamaba Fix, y era uno de aquellos detectives ingleses que habían sido enviados a diferentes puertos después del robo perpetrado en el Banco de Inglaterra."
"""No, sir,"" repeated Mr. Fogg, in a tone which did not admit of a reply.","No, señor repitió Fogg con voz que no admitía réplica ."
The sailor was wrong to despise the proceeding.,El marino no tenía razón en negar la eficacia del procedimiento.
"""Thou must take notice, brother Sancho, that this adventure and those like it are not adventures of islands, but of cross-roads, in which nothing is got except a broken head or an ear the less: have patience, for adventures will present themselves from which I may make you, not only a governor, but something more.""","-Advertid, hermano Sancho, que esta aventura y las a ésta semejantes no son aventuras de ínsulas, sino de encrucijadas, en las cuales no se gana otra cosa que sacar rota la cabeza o una oreja menos. Tened paciencia, que aventuras se ofrecerán donde no solamente os pueda hacer gobernador, sino más adelante."
CHAPTER XII,XII
"""It appears to me,"" said d’Artagnan, with that prudence which allied itself in him so naturally with excessive bravery, ""that we could have found some retired place on the downs or the seashore.""","Me parece dijo D'Artagnan con esa prudencia que tan bien y tan naturalmente se aliaba en él a una bravura excesiva , me parece que habríamos podido encontrar algún lugar apartado en las dunas, a orillas del mar."
"And as I strive to body forth the tale of all I suffer, all that thou hast done, forth shall the dread voice roll, and bear along shreds from my vitals torn for greater pain.","Y al par de mi deseo, que se esfuerza a decir mi dolor y tus hazañas, de la espantable voz irá el acento, y en él mezcladas, por mayor tormento, pedazos de las míseras entrañas."
"Please don't be angry,' he said smiling, and took his hand.",Te lo ruego; no me guardes rencor –terminó Levin.
"The guards who followed the young woman presented a violent contrast to her, armed as they were with naked sabres hung at their waists, and long damascened pistols, and bearing a corpse on a palanquin.","Detrás de esta joven contraste violento a la vista unos guardias, armados de sables desnudos que llevaban en el cinto y largas pistolas adamasquinadas, conducían un cadáver sobre un palanquín."
"She had, no doubt, a great treasure in her, but of no use, at that time, to anybody; and what became of the crew I then knew not.","Sin duda, transportaba un gran tesoro, si bien bastante inútil para todos en este momento. Qué pudo haber sido del resto de la tripulación, tampoco lo sabía."
"Sometimes this occasioned her pain, but at the same time she wanted to laugh because of this strange new joy.","En estas ocasiones, con el rebullir del nuevo ser, solía experimenter fuertes dolores, pero al mismo tiempo gozaba con nueva a intense alegría."
"Beyond that hedge, that garden, and that cottage, a dark mist enveloped with its folds that immensity where Paris slept--a vast void from which glittered a few luminous points, the funeral stars of that hell!","Por encima de aquel seto, aquel jardín y aquella cabaña, una niebla sombría envolvía en sus pliegues aquella inmensidad en que duerme París, vacía, abierta inmensidad donde brillaban algunos puntos luminosos, estrellas fúnebres de aquel infierno."
The other letter she meant to write was to Vronsky.,Tenía que escribir otra a Vronsky.
"You have helped to make it what it now is, and it seems to you a paradise!""",Sus trabajos la han modificado y es seguramente propiedad de todos ustedes.
"Then it is they give a loose to their pens, for it costs them little to make promises they have no intention or power of fulfilling.","Aquí es donde ellos alargan más la pluma, como les cuesta poco prometer lo que jamás piensan ni pueden cumplir."
"But chiefly, I wanted to stay, so I stayed,' he replied with a frown. 'Anna!","Segundo, nunca digo lo que no es verdad."
"But I'll be bound the fat man won't part with an ounce of his flesh, not to say eleven stone.""","Pero a buen seguro que no ha de querer quitarse el gordo una onza de sus carnes, cuanto más seis arrobas."
"Lorsque nous rencontrons un homme, il faut qu’un coup d’oil suffise a nous révéler son histoire, son métier, sa profession.","Por ejemplo, cómo apenas divisada una persona cualquiera, resulta hacedero inferir su historia completa, así como su oficio o profesión."
"Though he had not carried out many of the plans with which he had returned to the country from Moscow, he had held to the most important one, that of living a pure life, and he was not experiencing the shame which used to torment him when he had fallen, but was able to look people boldly in the face.","A pesar de que muchos de los planes con que había regresado al pueblo no se habían realizado, uno de ellos –la pureza de vida– lo había conseguido. No sentía la vergüenza que habitualmente se experimenta tras la caída y así podía mirar a la gente a la cara sin rubor."
"I detest jargon of every kind, and sometimes I have kept my feelings to myself, because I could find no language to describe them in but what was worn and hackneyed out of all sense and meaning.""","Detesto las jergas de cualquier tipo, y en ocasiones he guardado para mí misma mis sentimientos porque no podía encontrar otro lenguaje para describirlos que no fuera ese que ha sido gastado y manoseado hasta perder todo sentido y significado."
"""I am sorry to have nothing better to offer you,"" said Mr. Fogg to Fix, who bowed without responding.","Siento no poderos ofrecer otra cosa mejor dijo mister Fogg a Fix, que se inclinó sin responder."
"He put his two forefingers between his teeth and whistled shrilly--a signal which was answered by a similar whistle from the distance, followed shortly by the rattle of wheels and the clink of horses' hoofs.","Pero nuestro coche debería estar aquí ––se metió los dos dedos índices en la boca y lanzó un penetrante silbido, una señal que fue respondida por un silbido similar a lo lejos, seguido inmediatamente por el traqueteo de unas ruedas y las pisadas de cascos de caballo."
"And all at once a strange sensation came over him. He was possessed by fear and doubt, doubt of everything.","De repente le invadió una extraña sensación de temor y de duda, una duda que se extendía a todas las cosas."
But that consideration which formerly had weighed so much with him now had neither weight nor meaning.,"Más semejante reflexión, generalmente de tanto peso para él, al presente carecía de valor, no significaba nada."
"""I felt myself,"" she added, ""to be as solemnly engaged to him, as if the strictest legal covenant had bound us to each other.""",-Yo me sentía -agregó- tan solemnemente comprometida con él como si estuviéramos unidos por el más estricto pacto legal.
"""Is Toller still drunk?"" he asked.",––¿Está Toller todavía borracho? ––preguntó.
The Professor nodded slowly and uneasily like a man that declines to be convinced.,El profesor sacudió la cabeza como hombre que no quiere dejarse convencer.
"""Nothing but to go away,"" echoed the guide.",No tenemos otro remedio respondió el guía.
"""And yet,"" replied d’Artagnan, ""I think I recognize the writing.""","Sin embargo dijo D'Artagnan , me parece reconocer la escritura."
"Now tell me, Anselmo, in which of these two art thou imperilled, that I should hazard myself to gratify thee, and do a thing so detestable as that thou seekest of me?","Pues dime tú ahora, Anselmo: ¿cuál destas dos cosas tienes en peligro para que yo me aventure a complacerte y a hacer una cosa tan detestable como me pides?"
"Il est probable qu’on ne connaîtra jamais maintenant tous les détails de cette histoire. Tout ce que l’on sait, nous assure-t-on de bonne source, c’est que le crime est du a une sorte de vendetta des plus romanesques, qui date de tres loin et dans laquelle se confondent amour et mormonisme.","Aunque quizá sea demasiado tarde para alcanzar un conocimiento preciso de lo acontecido, se nos asegura de fuente fiable que el crimen fue efecto de un antiguo y romántico pleito, al que no son ajenos ni el mormonismo ni el amor."
I have already explained that the testimony of the postmaster shows that the test was worthless and that we have no proof one way or the other.,"Ya le expliqué que el testimonio del administrador de correos invalida su estratagema, por lo que carecemos de pruebas en un sentido u otro."
"I have heard of you, Mr. Holmes; I have heard of you from Mrs. Farintosh, whom you helped in the hour of her sore need.","He oído hablar de usted, señor Holmes; me habló de usted la señora Farintosh, a la que usted ayudó cuando se encontraba en un grave apuro."
"""An underwater tunnel!"" he exclaimed.",-¡Un túnel submarino!
"'He is so happy, so full of his races, that he won't understand it properly, won't understand all the importance of the event for us.'","« Se siente tan feliz, tan ocupado con lo de las carreras, que no lo comprendería en su verdadero sentido, no comprendería la significación que encierra este hecho para nosotros...»"
"Robert Leaven resumed-- ""Missis had been out of health herself for some time: she had got very stout, but was not strong with it; and the loss of money and fear of poverty were quite breaking her down.","Robert Leaven continuó. -La señora, a pesar de ser robusta, hace tiempo que no está bien de salud."
"Presently I stood within that clean, bright kitchen--on the very hearth--trembling, sickening; conscious of an aspect in the last degree ghastly, wild, and weather-beaten.","Me hallé en la agradable cocina, junto al fuego, bien consciente del maltratado y lamentable aspecto que debía presentar."
That was the question.,"–En verdad –decía Pencroff–nos sería muy útil una bestia de tiro, hasta que el señor Smith nos construya un carro de vapor o una locomotora, porque sin duda tendremos un día un ferrocarril del Palacio de granito al puerto del Globo, con un ramal al monte Franklin. Y el honrado marino, hablando así, creía lo que decía."
"But as soon as he began thinking about it and trying to work better, he at once felt how hard the task was and mowed badly.","Pero en cuanto recordaba lo que estaba haciendo y procuraba trabajar con más cuidado, sentía el peso del esfuerzo y todo resultaba peor."
"Sir John was loud in his admiration at the end of every song, and as loud in his conversation with the others while every song lasted.","Sir John manifestaba sonoramente su admiración al finalizar cada pieza, e igualmente sonora era su conversación con los demás mientras duraba la canción."
"His facial features, usually so emotionless, revealed a certain uneasiness.","Su fisonomía, habitualmente tan impasible, revelaba una cierta inquietud."
"They prayed that God should make them fruitful and bless them as he blessed Isaac and Rebecca, Joseph, Moses and Zipporah, and that they should see their children's children.","Luego se deseaba que Dios bendijera a los desposados y les hiciese fecundos, como a Isaac y Rebeca, Moisés y Séfora, y que vieran a los hijos de sus hijos."
At one end a minstrel's gallery overlooked it.,En un extremo se hallaba situado un palco para los músicos.
"""Well, indeed, my worthy uncle, you are never at a loss for an answer.""","—A fe, tío, que tiene usted respuesta para todo."
"""Footprints.""",-Huellas.
'Alive? Safe?,–¡Están vivos!
"Imagine that you were going along a street and saw a tipsy man beating a woman or a child; I think you would not stop to ask whether war had or had not been declared against that man, but you would rush at him and defend the victim!'","Figúrate que vas por la calle y ves unos borrachos golpeando a una mujer o a un niño. No creo que to detuvieras a preguntar si se ha declarado la guerra a ese hombre o no, sino que to lanzarías en defensa del ofendido."
"""Here is the first notice which I can find.",––Aquí está la primera noticia que he podido encontrar.
"The gentleman in return entreated him to reflect, for he knew he was under a delusion.","Respondióle el hidalgo que lo mirase bien, que él entendía que se engañaba."
"Now the North had triumphed in the good cause, how welcome would have been a newspaper to the exiles in Lincoln Island!",¡Qué bien recibido hubiera sido un periódico por los desterrados de la isla Lincoln!
"""You may talk freely,"" the captain told me.",-Puede usted hablar libremente.
"""That we should have heard his screams--my God, those screams!--and yet have been unable to save him!","-¡Pensar que hemos oído sus alaridos, y qué alaridos, Dios mío, sin ser capaces de salvarlo!"
"""How so?""",¿Cómo?
'You don't?,–¿Cómo?
CHAPTER XVII,XVII
The gentlemen now appeared.,Los tres caballeros se presentaron.
"In this way animal life developed, and drawn by the greenery and fertile soil, man appeared.","De esa forma, se desarrolló la vida animal y, atraído por la vegetación y la fertilidad, apareció el hombre."
"I made her very easy as to what she owed me, assuring her I would give her no trouble; but, on the contrary, in gratitude for her former care and faithfulness to me, I relieved her as my little stock would afford; which at that time would, indeed, allow me to do but little for her; but I assured her I would never forget her former kindness to me; nor did I forget her when I had sufficient to help her, as shall be observed in its proper place.","La tranquilice respecto a lo que me debía y le aseguré que no le causaría ninguna molestia, sino al contrario, en agradecimiento por sus pasadas atenciones y su lealtad, la ayudaría en la medida que me lo permitiera mi pequeña fortuna, lo cual no implicaba que pudiese hacer gran cosa por ella. No obstante, le juré que nunca olvidaría su antiguo afecto por mí y así lo hice cuando estuve en condiciones de ayudarla, cómo se verá en su momento."
So I felt a little comforted as we advanced to the assault of Snæfell.,"Así, pues, mientras marchábamos al asalto del Sneffels, me fui tranquilizando respecto del resultado de nuestra empresa."
"« C’est la petite division de police de Baker Street », répliqua mon compagnon gravement, et aussitôt une demi-douzaine de petits voyous les plus sales et les plus dégoutants que j’aie jamais vus firent irruption dans la piece.","––Va usted a conocer el ejército de policías que tengo a mi servicio en Baker Street ––repuso gravemente mi compañero, y en ese momento se precipitaron en la habitación media docena de los más costrosos pilluelos que nunca haya acertado a ver."
"""Why did you come away to consult me in such a hurry?"" asked Sherlock Holmes, with his finger-tips together and his eyes to the ceiling.","––¿Por qué ha venido a consultarme con tantas prisas? ––preguntó Sherlock Holmes, juntando las puntas de los dedos y con los ojos fijos en el techo."
"""Mine, however,"" replied Don Quixote, ""is neither impossible nor absurd, but the easiest, the most reasonable, the readiest and most expeditious that could suggest itself to any projector's mind.""","-Pues el mío -respondió don Quijote- ni es imposible ni disparatado, sino el más fácil, el más justo y el más mañero y breve que puede caber en pensamiento de arbitrante alguno."
"He advanced slowly into the room, turning his head from left to right, and swinging in his right hand the cord which held his golden eyeglasses.","Entró despacio en la habitación, girando la cabeza de izquierda a derecha y balanceando en la mano derecha el cordón del que colgaban sus gafas con montura de oro."
"""Then, some fine day,"" said Pencroft, who did not appear to be entirely convinced, ""the rest of this ancient continent may disappear in its turn, and there will be nothing between America and Asia.""","–¿Entonces el mejor día –dijo Pencroff, que no parecía convencido–, lo que resta de este antiguo continente podrá desaparecer y ya no habrá tierra entre América y Asia?"
"So at thirty-two feet beneath the surface of the sea, you'll undergo a pressure of 17,568 kilograms; at 320 feet, or ten times greater pressure, it's 175,680 kilograms; at 3,200 feet, or 100 times greater pressure, it's 1,756,800 kilograms; finally, at 32,000 feet, or 1,000 times greater pressure, it's 17,568,000 kilograms; in other words, you'd be squashed as flat as if you'd just been yanked from between the plates of a hydraulic press!""","Así, pues, a treinta y dos pies por debajo de la superficie del mar sufriría usted una presión de diecisiete mil quinientos sesenta y ocho kilogramos; a trescientos veinte pies, diez veces esa presión, o sea, ciento setenta y cinco mil seiscientos ochenta kilogramos; a tres mil doscientos pies, cien veces esa presión, es decir, un millón setecientos cincuenta y seis mil ochocientos kilogramos; y a treinta y dos mil pies, mil veces esa presión, o sea diecisiete millones quinientos sesenta y ocho mil kilogramos. En una palabra, que se quedaría usted planchado como si le sacaran de una apisonadora."
"Petritsky, still singing, winked his eyes and pouted as if to say, 'We know what sort of Bryansky it is.'","Petrizky, mientras continuaba cantando, guiñó el ojo y sacó los labios, como diciendo: «Ya sabemos quién es el Briansky que tienes que visitar»."
"'Nobody seems to like her, down here, and I'm sure she's the best cat in the world!","¡Aquí abajo, mi gata no parece gustarle a nadie, y sin embargo estoy bien segura de que es la mejor gata del mundo!"
"Oblonsky did not answer, but glanced at Matthew's face in the looking-glass.","Esteban Arkadievich, sin contestar, miró a Mateo en el espejo."
"Believe me, my friend, we must pray earnestly to our Lord that he deliver us both from wicked wizards and enchanters.""","Créeme, amigo, que es menester rogar a Nuestro Señor muy de veras que nos libre a los dos de malos hechiceros y de malos encantadores."
"In addition to this, after a half hour’s conversation d’Artagnan was convinced that Milady was his compatriot; she spoke French with an elegance and a purity that left no doubt on that head.","Por lo demás, al cabo de media hora de conversación D'Artagnan estaba convencido de que Milady era compatriota suya: hablaba francés con una pureza y una elegancia que no dejaban duda alguna al respecto."
"""Imagine to yourself, Herbert, that the jaguar is only a hare, and you would fire as quietly as possible.""",–Figúrate que un jaguar es una liebre y le tiras lo más tranquilamente que se puede tirar.
"She had been detected doing this, and now the raspberry jam was being made in every one's presence, as Agatha Mikhaylovna had to be convinced that without water the jam could turn out well.","La habían sorprendido en esta operación y ahora se hacía la preparación en presencia de todos, y a fin de que la vieja criada se convenciera de que también la confitura sin agua resultaba excelente."
"Hans prepared some food, which I could not touch; and each of us, exhausted with three sleepless nights, fell into a broken and painful sleep.","Hans preparó alimentos, que yo no pude tocar, y todos, extenuados por tres noches de insomnio, nos entregamos a un dudoso sueño."
CHAPTER XXIV,XXIV
"""The family was at one time among the richest in England, and the estates extended over the borders into Berkshire in the north, and Hampshire in the west.","––En otro tiempo, la familia era una de las más ricas de Inglaterra, y sus propiedades se extendían más allá de los límites del condado, entrando por el norte en Berkshire y por el oeste en Hampshire."
"Should the result of her observations be unfavourable, she was determined at all events to open the eyes of her sister; should it be otherwise, her exertions would be of a different nature--she must then learn to avoid every selfish comparison, and banish every regret which might lessen her satisfaction in the happiness of Marianne.","Si el resultado de sus observaciones fuera desfavorable, estaba decidida a abrirle los ojos a su hermana del modo que fuese; si no era así, la tarea que tendría por delante sería diferente: debería aprender a evitar las comparaciones egoístas y desterrar de ella todo pesar que pudiera menguar su satisfacción por la felicidad de Marianne."
Holmes stopped him at the head of the stair.,"Holmes, que recordó algo de pronto, logró detenerlo en el descansillo."
On April 16 we raised Martinique and Guadalupe from a distance of about thirty miles.,El 16 de abril avistamos la Martinica y la Guadalupe a una distancia de unas treinta millas.
"""What, Gräuben, won't you dissuade me from such an undertaking?""","—¡Cómo, Graüben! ¿No tratas de disuadirme con objeto de que renuncie a semejante expedición?"
"Through the windows of their carriage the travellers had glimpses of the diversified landscape of Behar, with its mountains clothed in verdure, its fields of barley, wheat, and corn, its jungles peopled with green alligators, its neat villages, and its still thickly-leaved forests.","A través de los cristales del vagón, y con un tiempo sereno, aparecían el paisaje variado de behar, montañas cubiertas de verdor, campos de cebada, maíz y trigo, ríos de estanques poblados de aligatores verdosos, aldeas bien acondicionadas y selvas que aun conservaban la hoja."
"""All these questions and answers passed through my mind in a moment; but the oaths of Don Fernando, the witnesses he appealed to, the tears he shed, and lastly the charms of his person and his high-bred grace, which, accompanied by such signs of genuine love, might well have conquered a heart even more free and coy than mine—these were the things that more than all began to influence me and lead me unawares to my ruin.","»Todas estas demandas y respuestas revolví yo en un instante en la imaginación; y, sobre todo, me comenzaron a hacer fuerza y a inclinarme a lo que fue, sin yo pensarlo, mi perdición: los juramentos de don Fernando, los testigos que ponía, las lágrimas que derramaba, y, finalmente, su dispusición y gentileza, que, acompañada con tantas muestras de verdadero amor, pudieran rendir a otro tan libre y recatado corazón como el mío."
"A kind of gentleman he was, as far as he could see, but what he was doing he could not make out.""","Alguien muy parecido a un caballero, por lo que a él se le alcanzaba, pero no consiguió averiguar qué era lo que estaba haciendo."
"""Do you like the teachers?""",-¿Son buenas las maestras?
"'Count Vronsky,' said Anna.",–El conde Vronsky –dijo Ana.
En regardant plus attentivement de ce côté il distingua des drapeaux déployés dans les rues et de nombreux signes de réjouissances.,"Al mirarla con mayor sosiego, echó de ver banderas en las calles principales y otros signos de fiesta."
"Neb and Herbert took the lead, Pencroft the rear, the captain and the reporter between them.","Nab y Harbert marchaban a la cabeza, Pencroff a retaguardia, y entre ellos, Ciro y el corresponsal."
"""He called her Milady.""",La llamaba Milady. ¡El es! murmuró Tréville .
"Of Hercules, him of the many labours, it is said that he was lewd and luxurious.","De Hércules, el de los muchos trabajos, se cuenta que fue lascivo y muelle."
"I have at least two of the three qualities you stand in need of, and here I am.""","Yo tengo al menos dos de las tres cualidades que necesitáis, y heme aquí."
'I consider that a salary is payment for value received and should be subject to the law of supply and demand.,–Yo considero que el sueldo es el pago por una mercancía y debe regularse por la ley de la oferta y la demanda.
"Some moments later, we saw a dozen crewmen set foot on the shelf of ice, among them Ned Land, easily recognized by his tall figure.","Algunos instantes más tarde vimos una docena de hombres de la tripulación tomar pie en el banco de hielo, y entre ellos a Ned Land, reconocible por su alta estatura."
Athos had dropped some words which proved that the conversation she had with the cardinal had fallen into outside ears; but she could not suppose that he had dug a countermine so promptly and so boldly.,Athos le había dicho algunas palabras que probaban que la conversación que había mantenido con el cardenal había caído en oídos extraños; pero no podía admitir que él hubiera podido cavar una contramina tan pronta y tan audaz.
"'Yes, but to-day there is something peculiar about her,' said Dolly.",–Y hoy tiene algo particular –dijo Dolly–.
"We can understand his taking an evening stroll, but the ground was damp and the night inclement. Is it natural that he should stand for five or ten minutes, as Dr. Mortimer, with more practical sense than I should have given him credit for, deduced from the cigar ash?""","Es comprensible que diera un paseo a última hora, pero, dada la humedad del suelo y la inclemencia de la noche, ¿es lógico pensar que se quedara quieto cinco o diez minutos, como el doctor Mortimer, con más sentido práctico del que yo le hubiera atribuido, dedujo gracias a la ceniza del cigarro puro?"
"A square balustraded gallery ran round the top of the old hall, approached by a double stair.","Una galería rectangular con balaustrada, a la que se llegaba por una escalera doble, corría alrededor de la gran sala central."
"Don't you see that by solidifying, it could burst these tracts of ice imprisoning us, just as its freezing can burst the hardest stones?","¿No se da cuenta de que por su solidificación haría estallar estos bloques de hielo que nos aprisionan, al igual que hace estallar a las piedras más duras?"
"He could not then avoid it, but her touch seemed painful to him, and he held her hand only for a moment.","No pudo él seguir evitándola, pero el contacto de Marianne pareció serle doloroso y retuvo su mano por sólo un instante."
"The 30th was my well day, of course, and I went abroad with my gun, but did not care to travel too far.",El 30 fue un buen día y salí con la escopeta aunque no me alejé demasiado.
"I don't care for the fairy: you said it was mademoiselle you would take to the moon?""",Usted ha dicho que iba a llevar a Mademoiselle a la Luna...
"""Until tomorrow,"" the captain said simply; and we went back to the Nautilus, amid flurries in the air.","-Habrá que intentarlo mañana -me dijo simplemente el capitán. Regresamos al Nautilus, envueltos en los torbellinos de la atmósfera."
"This personage, who had taken the train at Elko, was tall and dark, with black moustache, black stockings, a black silk hat, a black waistcoat, black trousers, a white cravat, and dogskin gloves.","Este personaje, que había tomado el tren en la estación de Elko, era hombre de elevada estatura, muy moreno, de bigote negro, pantalón negro, corbata blanca, guantes de piel de perro."
I want to have a talk with him about my work.,Quiero hablarle de mi obra.
"""Was it ever known who this miserable fellow was?""",¿Se supo al menos lo que era aquel miserable?
"""Have you noticed, Mr. Spilett, how deeply sunk his eyes are?"" asked Herbert.","–¿Ha observado, señor Spilett, cuán profundamente hundidos tiene los ojos? –preguntó el joven."
"""Yes, the rolling of a carriage.""","Sí, el rodar de un coche."
"""’To Troyes, in Champagne,’ I answered.","«A Troyes, en Champagne», le he respondido."
"'I beg,' began Karenin in a shrill voice, suddenly rising to his feet, pale and with trembling jaw, 'I beg you to stop... stop... this conversation!'","–Ahora te ruego que no hables más de esto. Terminemos nuestra conversación –contestó Alexey Alejandrovich levantándose de repente, muy pálido, temblándole la mandiíbula inferior y con voz lastimera."
"""No doubt of it; it is nothing serious; he is nervous, his spirits must be kept up.",-No se trata de nada serio.
A child!,¡Un niño!
Even that will be such joy as was never seen on earth!',"Con esto ya, tendrá tanta felicidad como es posible hallar en la tierra."
"""Well?""",¿Y bien?
It was only too true.,Era cierto.
